Customer_Age,Gender,Dependent,Education,Marital,Income,KCategory,onBook,Relationship,Inactive,ContactNum,CLimit,Revolving,Open,Amt_41,TransAmt,TransCt,Ct_41,Utilization,Importance,MustHave,Group,Essential,DropLevel,Class
39,M,4,Uneducated,Married,$120K +,Blue,36,6,3,2,12700.91639,776,23992,1.334876148,1147.44651,70,0.556,0.058216783,0.674283213,32,1,5.16714096,1,1
46,M,3,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,12658.97029,772,11117,1.335874291,1144.586817,69,0.816,0.059088185,0.559445657,8,4,9.487443089,8,1
57,F,2,College,Single,Less than $40K,Blue,47,1,3,1,12732.16273,776,731,1.335668197,1141.560244,82,0.673,0.061318318,0.615935546,96,1,8.983434998,5,1
41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,12740.54819,782,748,1.335653202,1147.777171,67,0.675,0.063198562,0.916847066,96,4,1.322014385,7,1
48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,12687.84757,782,3780,1.334116507,1145.754989,45,0.452,0.06364345,0.07231098,51,3,7.773272616,7,1
62,F,1,High School,Married,Unknown,Blue,56,2,1,2,12654.80343,775,8990,1.33066267,1139.931865,19,0.583,0.058745558,0.374112031,21,4,5.794810559,8,2
53,M,1,Unknown,Married,$40K - $60K,Blue,41,5,1,3,12738.20376,773,1452,1.333366941,1147.677003,23,0.769,0.064726735,0.208437836,87,0,5.210577652,3,1
44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3,3,12674.97654,775,1601,1.33940092,1146.550441,77,0.791,0.057941763,0.180450779,60,2,5.895558361,3,1
50,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,2,12656.21014,779,869,1.339940678,1145.688943,65,0.667,0.05906643,0.356528881,12,1,4.994066279,8,1
49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,12739.38942,778,15736,1.330295971,1148.593934,73,0.587,0.064493753,0.612484705,1,4,9.811212262,6,1
52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,12705.73324,772,2972,1.334519479,1148.0593,25,0.562,0.060946623,0.512672154,2,4,2.704665032,8,2
45,M,5,Graduate,Married,$120K +,Blue,26,6,3,2,12675.17424,773,33719,1.339954223,1143.459179,59,1.034,0.05701313,0.787081405,42,0,9.012884554,3,1
51,M,4,Graduate,Married,$60K - $80K,Silver,33,1,3,3,12680.2742,778,23594,1.337506156,1144.637201,103,0.746,0.064476565,0.047279244,53,4,0.822141878,1,1
50,F,3,High School,Married,Less than $40K,Silver,40,5,2,2,12665.2007,777,8913,1.332498428,1140.533953,44,0.467,0.060684417,0.710046893,43,1,2.189352273,2,1
51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,12702.30002,773,32064,1.337519962,1145.865639,82,0.608,0.065720048,0.063403227,31,4,4.541659965,1,1
51,F,4,Graduate,Single,Unknown,Blue,34,3,1,2,12712.17743,778,9942,1.338837356,1142.758773,45,1.647,0.058145439,0.978221633,43,1,0.457212772,4,1
36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,12702.33182,780,2190,1.338655981,1146.610814,38,0.583,0.057494092,0.979539147,2,3,0.978030428,3,2
32,F,1,Graduate,Single,Less than $40K,Blue,28,6,3,3,12737.59248,779,1401,1.338394609,1139.97646,84,0.867,0.063466961,0.512639682,95,3,2.130003812,0,1
37,M,2,High School,Single,$60K - $80K,Blue,21,5,2,2,12678.69695,777,2469,1.337379375,1144.883667,87,0.642,0.058822185,0.825591806,92,0,3.645671496,2,1
27,F,0,High School,Single,Less than $40K,Blue,18,6,1,4,12708.76271,775,1438.3,1.33436443,1148.393287,40,0.6,0.063375806,0.630099752,80,1,9.581443359,0,2
45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,12724.99237,780,6576,1.338676376,1141.177435,34,0.619,0.059853845,0.208000321,19,2,1.298800939,6,1
64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,12677.87313,779,2341,1.332302143,1148.039743,42,0.355,0.061112743,0.024214326,30,3,2.61138824,5,1
50,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,12645.77082,777,1018,1.334846405,1140.651509,47,0.679,0.064053049,0.976518516,56,4,3.283831236,1,1
40,F,2,Graduate,Single,Unknown,Blue,27,4,2,3,12662.3058,774,2925,1.332991811,1146.641759,75,0.829,0.06543744,0.370352672,59,2,3.976459559,9,1
45,F,4,Doctorate,Married,Less than $40K,Blue,27,3,2,2,12651.04065,776,1438.3,1.336501688,1143.490558,38,0.652,0.061801957,0.718542656,86,1,9.503143961,1,2
48,F,3,Unknown,Divorced,Less than $40K,Blue,36,5,2,1,12707.24249,782,809,1.334810342,1144.652787,78,0.902,0.065686609,0.06906165,9,3,2.524337332,3,1
44,M,4,Doctorate,Married,$80K - $120K,Blue,33,3,1,3,12651.86515,781,3408,1.337124501,1147.624607,104,0.677,0.057866266,0.712298431,32,3,7.151853368,7,1
53,F,3,Uneducated,Single,Less than $40K,Blue,48,6,2,1,12678.40207,776,738,1.331806813,1144.19532,72,0.8,0.059776064,0.595911289,76,1,5.471233795,3,1
50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,12686.3529,780,8453,1.332409364,1139.16953,54,0.588,0.059675313,0.561711651,32,3,4.654082949,1,1
46,F,4,High School,Married,Less than $40K,Blue,36,3,3,4,12670.98673,779,457.3,1.338407447,1148.764516,33,0.65,0.063494985,0.931223596,46,1,3.405390394,9,1
45,M,2,College,Married,$60K - $80K,Blue,38,4,6,4,12723.71394,773,16611,1.337038457,1143.528263,48,0.6,0.057666562,0.108413046,28,3,6.967101655,6,1
45,M,5,Graduate,Married,$60K - $80K,Blue,38,5,1,4,12698.76029,778,8983,1.332670374,1143.362595,124,0.746,0.065666233,0.673139294,10,0,4.196620779,1,1
38,M,3,Graduate,Single,Less than $40K,Blue,34,5,3,2,12719.35418,776,1777,1.331193767,1144.679048,81,0.884,0.063343365,0.446631618,7,1,2.121437016,8,1
64,M,0,Graduate,Married,Less than $40K,Blue,53,3,3,4,12710.60514,781,437,1.338963567,1145.59607,37,0.542,0.063184268,0.740711286,68,2,5.419344762,1,1
44,F,3,High School,Married,Less than $40K,Blue,31,3,3,4,12660.58312,775,3606,1.330707861,1140.528778,61,0.605,0.064188093,0.66523522,23,4,5.206127943,7,1
39,M,1,Graduate,Married,Less than $40K,Silver,30,4,3,3,12651.35875,775,13505,1.338012949,1143.501617,99,0.768,0.061493944,0.876366271,80,5,4.355827682,3,1
52,M,5,Graduate,Single,$80K - $120K,Blue,47,3,1,1,12668.85635,780,1382,1.334186703,1144.128667,66,0.692,0.062257245,0.788074753,89,4,6.557392629,4,1
41,M,4,Post-Graduate,Married,$40K - $60K,Silver,36,3,3,2,12724.17725,774,15451,1.339628798,1142.353221,120,0.69,0.056833763,0.019152951,62,2,6.642864178,4,1
38,F,3,Graduate,Married,Unknown,Blue,27,6,2,2,12710.05917,777,1029,1.33831338,1140.284224,74,0.897,0.065596414,0.186090085,26,4,0.967567011,5,1
48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,12684.36744,775,20912,1.338741271,1147.91598,84,0.787,0.057288503,0.491226335,36,5,6.510121984,1,1
41,M,4,High School,Single,Less than $40K,Blue,21,2,3,1,12656.16133,774,1925,1.337160332,1139.299788,76,1,0.056548088,0.919916895,53,4,5.627527116,3,1
49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,12672.95569,773,13639,1.331821589,1140.226778,81,0.653,0.058033912,0.711802343,99,1,6.63227447,5,1
51,F,2,High School,Single,Unknown,Blue,36,2,1,2,12720.56112,778,972,1.3334039,1141.483324,85,0.491,0.063499467,0.184135624,90,4,5.345707284,8,1
47,F,5,Graduate,Married,Less than $40K,Blue,42,3,5,1,12641.17425,772,321,1.331477447,1147.270215,65,0.711,0.06578242,0.283851468,89,2,7.412268814,3,1
47,F,4,High School,Single,Less than $40K,Blue,38,4,1,4,12648.89485,780,5570,1.333495004,1144.580768,70,0.489,0.061660711,0.912781505,85,2,2.266799073,10,1
38,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,1,12684.83712,775,4047,1.335045094,1141.9711,34,0.478,0.064247592,0.698925971,37,4,0.731859212,5,2
32,M,1,High School,Married,Less than $40K,Blue,14,4,2,2,12726.06288,780,1393,1.331742841,1140.939102,35,0.667,0.058883942,0.260441753,15,0,8.828061643,8,1
48,F,3,High School,Married,Less than $40K,Blue,40,1,2,1,12701.15157,780,842,1.333814242,1146.625512,83,0.976,0.060831459,0.877555395,53,2,2.158868795,10,1
51,M,4,Graduate,Married,$40K - $60K,Silver,46,3,5,2,12649.28421,779,15107,1.336116536,1148.153892,62,0.676,0.065266515,0.88445482,64,1,2.01254607,7,1
41,M,4,Unknown,Married,Less than $40K,Blue,36,1,1,2,12675.50095,772,952,1.339356051,1143.551076,84,0.714,0.059242551,0.841969639,35,1,3.281373477,9,1
46,M,3,Doctorate,Married,$60K - $80K,Blue,31,2,2,2,12737.89085,774,19963,1.33772689,1145.145741,104,0.625,0.056513764,0.414027959,30,1,4.106448105,4,1
38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,12682.78333,778,16317,1.332600666,1142.900721,54,0.929,0.06386611,0.341501542,17,1,3.169562875,2,2
42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,12726.51977,780,2983,1.334006627,1146.508882,46,0.586,0.063036709,0.183857251,58,4,0.586057709,2,2
45,F,3,Unknown,Single,Less than $40K,Blue,36,1,2,5,12688.2327,780,7500,1.331528588,1146.548446,78,0.696,0.060497709,0.358255923,82,3,0.192471629,9,2
46,M,3,Uneducated,Married,Less than $40K,Blue,38,4,3,1,12738.27515,773,6399,1.334762236,1143.396184,72,0.714,0.057877508,0.150435048,25,3,3.174653897,3,1
37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,1,3,1,12725.04652,780,2006,1.331073105,1142.580555,110,1,0.061478263,0.897268378,24,5,9.393843549,10,1
31,F,0,College,Married,Unknown,Silver,24,2,3,1,12702.57648,778,32484,1.332220542,1144.024855,104,0.705,0.063458482,0.910426992,66,5,3.821203775,7,1
65,M,1,High School,Married,Less than $40K,Blue,47,3,2,1,12668.62346,780,1759,1.331520221,1142.301561,18,0.5,0.061693541,0.861552089,67,2,3.963871218,6,2
45,F,2,Graduate,Divorced,Less than $40K,Blue,36,6,6,3,12668.33723,782,2803,1.334115074,1147.219819,71,0.732,0.059302657,0.865658298,4,3,7.599614818,8,1
50,F,2,Uneducated,Single,$40K - $60K,Blue,35,4,3,1,12704.66371,778,326,1.339610993,1148.753817,81,0.8,0.057339105,0.538662164,39,4,7.575514609,5,1
46,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,1,2,12662.08477,781,4300,1.338385514,1146.160637,64,0.882,0.062461099,0.454276468,46,4,6.599617726,5,1
51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,12691.33329,780,3559,1.333292695,1146.817204,94,0.649,0.058949343,0.21270817,76,2,3.961981943,8,1
45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,12665.88832,781,212.3,1.336184502,1147.378395,60,0.818,0.056248436,0.853582674,27,1,2.170847106,0,1
40,M,3,Unknown,Divorced,$60K - $80K,Blue,24,2,3,3,12740.34447,773,19328,1.339506994,1140.037477,97,0.54,0.06585637,0.795196836,7,5,8.164332213,7,1
43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2,3,12709.62013,779,9309,1.334372478,1146.172323,77,0.638,0.057196892,0.122474617,40,2,9.304483697,5,1
53,F,1,College,Single,Unknown,Blue,44,3,2,2,12678.91675,780,9684,1.330327886,1145.304041,86,0.654,0.057808085,0.970307531,18,3,2.158202526,10,1
57,F,2,Uneducated,Married,Unknown,Blue,47,3,2,2,12735.40652,778,998,1.333932945,1147.155533,80,0.739,0.064605225,0.823869929,57,1,5.377800815,1,1
42,M,3,High School,Married,$80K - $120K,Blue,36,4,3,2,12707.24436,778,23957,1.334235929,1140.168764,76,0.767,0.061113444,0.427396774,34,4,5.613637665,2,1
43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3,3,12656.73707,777,7694,1.331621161,1147.083961,78,0.733,0.058567078,0.608898088,56,3,8.721211688,1,1
52,M,3,College,Unknown,$120K +,Blue,47,5,6,3,12688.81205,776,3147,1.330725166,1147.482977,88,0.956,0.060335191,0.684736538,26,0,6.632456399,6,1
45,M,2,College,Married,$60K - $80K,Blue,34,1,1,2,12676.92761,776,16250,1.334869092,1142.060893,106,0.893,0.062948456,0.850570795,65,3,3.189031668,7,1
50,M,2,Unknown,Divorced,$80K - $120K,Blue,36,4,3,1,12679.69663,777,20614,1.333720913,1145.868013,48,0.6,0.063462292,0.591461732,48,5,6.756844031,8,1
42,F,2,Unknown,Single,$40K - $60K,Blue,34,4,4,3,12692.926,778,813,1.339577163,1141.155539,62,0.676,0.06085427,0.668220437,70,2,2.526841848,7,1
51,M,1,Unknown,Single,$80K - $120K,Blue,41,6,2,2,12677.90826,775,17435,1.333401922,1143.510715,33,0.435,0.061000439,0.999706429,27,0,6.413048724,8,1
45,M,3,Unknown,Single,$40K - $60K,Blue,40,3,4,3,12721.6494,776,3710,1.337914257,1145.329549,61,0.525,0.058447306,0.338533682,87,2,4.849497665,6,1
46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3,2,12659.18892,779,701,1.338428731,1140.727107,89,0.816,0.062349288,0.009018926,7,3,4.085330281,10,1
48,F,4,High School,Married,Unknown,Blue,38,2,3,1,12699.5244,776,1250,1.339040985,1145.316507,90,0.667,0.060201786,0.25451925,40,1,6.734952242,6,1
26,M,0,High School,Single,Less than $40K,Blue,36,6,3,3,12682.54848,773,1387,1.3360748,1142.477983,58,0.45,0.060190871,0.223481892,56,1,0.792210942,0,1
41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,3,12724.2161,776,3231,1.333524944,1146.819201,64,0.561,0.064106803,0.626200587,66,0,2.733631596,2,1
37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,12656.70674,779,4477,1.337670443,1147.144011,13,0.182,0.062768209,0.135931412,62,4,9.416782018,3,2
62,F,0,Graduate,Divorced,$40K - $60K,Blue,50,3,2,4,12661.22211,781,8835,1.337581848,1147.266171,56,0.806,0.063370496,0.152118475,5,0,2.033144489,0,1
34,F,2,College,Married,Less than $40K,Blue,36,1,3,2,12722.99507,773,1696,1.339875294,1142.463452,56,0.556,0.06566117,0.918770663,51,2,3.326941281,4,2
53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,3,12703.47094,776,2819,1.338535256,1147.073462,39,0.444,0.062630337,0.23293428,97,3,4.696993161,8,2
47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,12706.48439,781,4408,1.331450018,1147.678263,66,1,0.057990886,0.290975882,26,1,6.030340283,6,1
26,M,1,Graduate,Single,Less than $40K,Blue,13,3,3,2,12655.08568,781,660,1.331674609,1144.326708,44,0.294,0.059513808,0.415274364,8,4,1.201483581,9,1
32,F,0,Graduate,Married,Unknown,Blue,26,3,3,2,12642.19714,779,791,1.336290824,1147.543029,69,0.408,0.065628745,0.969774975,94,1,4.175688301,9,1
58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,12699.61823,773,1267,1.3300192,1146.65756,83,0.537,0.062384237,0.261925283,61,1,1.590184639,6,1
65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,12715.78659,776,9127,1.332756762,1144.634349,39,0.773,0.063978857,0.61215845,61,4,1.430495994,5,2
46,F,2,High School,Divorced,Less than $40K,Blue,41,1,2,2,12671.01443,774,1034,1.334086496,1142.166336,73,0.78,0.063153308,0.013953529,34,5,4.157126681,5,1
30,F,0,High School,Single,Unknown,Blue,25,4,1,2,12666.70282,777,11760,1.33526004,1144.87611,82,0.745,0.062177451,0.784673837,81,1,3.857039729,9,1
44,F,2,Unknown,Single,Less than $40K,Blue,32,3,1,4,12681.41238,776,4344,1.330453991,1144.234585,66,0.833,0.056702699,0.717653435,75,3,9.689928372,3,1
57,F,3,Unknown,Married,$40K - $60K,Blue,48,4,2,2,12689.81853,781,2341,1.338007166,1148.54708,37,0.85,0.056138487,0.285292195,51,3,1.128958228,8,1
44,M,2,Graduate,Single,$120K +,Blue,33,4,1,3,12658.78907,774,13301,1.338661243,1140.424247,50,0.515,0.061488662,0.798967624,96,1,3.345765998,9,1
41,F,2,High School,Married,Less than $40K,Blue,36,3,2,2,12647.13057,780,407,1.335602313,1147.312849,41,0.464,0.065373052,0.764851837,87,4,6.808382762,5,2
38,F,2,Uneducated,Married,Less than $40K,Blue,28,1,1,2,12709.19333,780,1738,1.339265902,1147.5426,113,0.687,0.05812208,0.094847982,79,2,4.802894026,2,1
47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,2,4,12740.76846,777,1040,1.331208189,1139.320601,36,0.714,0.056024466,0.263049165,18,4,2.777603064,2,2
49,M,4,Graduate,Single,$120K +,Silver,36,2,2,2,12647.49708,779,34516,1.331715463,1140.153307,99,0.435,0.058209512,0.864026791,68,5,0.765610813,9,1
55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,12695.38359,780,1361,1.3393048,1143.825086,66,0.833,0.063088911,0.456829438,59,4,0.635717504,8,1
33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,12666.28353,775,2167,1.334592444,1145.334088,39,0.625,0.062861731,0.773394077,15,2,4.28200233,7,1
56,M,4,High School,Single,$80K - $120K,Blue,40,4,3,3,12688.57425,775,34516,1.335978863,1145.464289,82,0.745,0.065693781,0.29724958,4,0,4.936274359,8,1
52,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2,2,12679.27834,778,334,1.332601284,1142.599702,90,0.731,0.059442535,0.456759595,67,2,0.481674066,6,1
34,M,1,Uneducated,Married,$60K - $80K,Blue,18,3,2,2,12713.80552,779,8852,1.336262742,1146.250685,116,0.681,0.064710541,0.449374601,91,3,0.125248606,5,1
43,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,12702.7836,775,14033,1.338486335,1144.608384,23,1.091,0.065527725,0.167184019,61,1,4.080699222,2,1
52,M,1,High School,Single,$80K - $120K,Blue,41,4,1,4,12713.86086,780,2131,1.339988923,1144.656698,118,0.788,0.065523244,0.33897538,98,0,8.079080137,8,1
39,F,2,Unknown,Single,Less than $40K,Blue,25,4,2,1,12666.46419,780,846,1.33402828,1143.372779,77,0.974,0.063770905,0.639897007,4,1,8.589234652,6,1
39,M,3,College,Single,$120K +,Blue,30,4,2,1,12667.47585,778,8842,1.331781966,1140.653514,79,0.756,0.056426745,0.334961791,59,2,1.503334378,5,1
50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,12653.0082,780,913,1.339661366,1145.685652,33,0.571,0.060359734,0.043125927,5,1,8.454509734,1,1
49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,12643.7498,779,6184,1.333579545,1145.474933,49,0.324,0.063271772,0.858812496,58,3,3.769917983,8,2
45,F,3,Uneducated,Married,Less than $40K,Blue,38,6,5,1,12707.8516,777,2728,1.33668862,1139.848876,75,0.744,0.059921803,0.391579649,2,5,5.480102178,3,1
36,F,1,High School,Single,Less than $40K,Blue,36,5,3,4,12721.83321,777,3685,1.333973424,1146.619494,73,0.659,0.065793842,0.943856597,30,2,0.964296222,6,1
47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,12712.48838,774,783,1.332710744,1143.318019,55,1.115,0.064732874,0.982241739,15,1,0.609338261,4,1
40,M,4,Doctorate,Single,Unknown,Blue,24,3,2,4,12661.99046,773,17614,1.333499157,1140.310919,62,0.824,0.061224503,0.702031055,92,3,4.708766793,4,1
65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3,2,12695.18557,779,3422,1.334906012,1142.828054,59,0.686,0.05916286,0.229862312,53,2,7.006621502,5,1
41,F,2,High School,Divorced,Less than $40K,Blue,28,4,2,2,12647.97095,772,954,1.335232288,1147.264742,46,0.643,0.05759366,0.431818806,11,3,3.326256727,2,2
50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,3,1,12666.04566,781,32974,1.335577633,1145.769033,65,0.585,0.058608727,0.088434627,12,4,2.184461633,0,1
51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,12726.72812,776,22514,1.330010645,1143.531839,40,0.538,0.061566712,0.573920205,39,1,5.966661369,2,1
48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,12681.39695,778,454,1.333124279,1144.977259,88,0.796,0.06392159,0.332872764,64,2,6.621753201,4,1
43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,1,1,12696.81883,777,1030,1.33216449,1146.561773,83,0.627,0.061394549,0.830697214,90,3,7.153327882,4,1
59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,12730.95589,778,2371,1.333416132,1147.795706,28,0.556,0.05938251,0.215076684,73,2,4.116387199,8,1
36,F,3,High School,Married,Less than $40K,Blue,27,4,2,4,12653.91974,779,1003,1.338117372,1143.641565,51,0.545,0.058937395,0.455448478,35,4,2.500746394,8,1
44,M,3,Graduate,Married,$120K +,Blue,32,4,2,2,12676.12409,772,33172,1.330127276,1144.555067,92,0.673,0.05928857,0.376370875,35,5,1.350585675,10,1
37,M,3,Uneducated,Single,$80K - $120K,Blue,30,5,2,2,12723.20277,776,9530,1.333592924,1139.254574,56,0.867,0.059465469,0.180714892,72,4,2.536953954,7,1
49,F,3,Graduate,Married,Less than $40K,Blue,43,2,1,1,12676.14714,779,7037,1.336544695,1140.343856,93,0.691,0.058664272,0.344568103,82,3,2.045789873,5,1
47,F,4,High School,Married,Less than $40K,Blue,29,6,3,0,12695.13993,778,301,1.330163624,1145.743868,82,0.907,0.062624056,0.270192848,83,5,8.151621212,10,1
34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,12708.47446,775,1604,1.331681478,1148.74221,51,0.457,0.065423149,0.59892873,85,2,9.836546532,6,1
41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,12727.17153,774,3097,1.331304809,1146.460822,79,0.756,0.062489981,0.413165111,63,3,7.82656937,1,1
38,M,2,High School,Single,$80K - $120K,Blue,31,1,3,2,12646.48872,775,34516,1.33603562,1140.252234,99,0.768,0.065157257,0.938123816,80,4,3.391864556,7,1
54,M,1,Unknown,Married,$80K - $120K,Blue,43,4,2,4,12736.58743,775,30542,1.33258802,1147.328758,37,0.423,0.064994241,0.806782598,7,3,3.007584263,8,1
45,M,1,Graduate,Single,$60K - $80K,Blue,41,2,3,2,12707.42339,775,7391,1.332359129,1147.201492,28,0,0.058715216,0.20461466,34,1,7.565399486,9,2
46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,1,3,12738.64297,779,1940,1.339076487,1148.045883,55,0.618,0.060333232,0.874252973,59,1,1.484598415,8,1
41,F,3,Unknown,Married,Less than $40K,Blue,32,3,2,3,12676.64938,775,1438.3,1.335153575,1144.370995,38,0.31,0.057922177,0.65599249,82,4,6.913264536,2,2
63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,12699.64028,777,5179,1.334387207,1148.043687,65,0.857,0.060289713,0.971335773,98,3,0.866753169,5,1
39,M,4,Graduate,Married,Less than $40K,Blue,32,4,1,4,12700.45511,775,613,1.337648693,1145.787326,57,0.781,0.061019563,0.286678403,76,1,7.933221086,9,1
48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,12682.91832,777,4901,1.338745522,1142.145738,72,0.946,0.057139389,0.61471369,23,5,1.021531875,4,1
42,F,5,Unknown,Married,Less than $40K,Blue,37,5,2,3,12647.15586,780,1143,1.335388036,1146.617857,88,0.833,0.057118556,0.25469962,6,0,5.647393315,6,1
41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,12691.82377,773,13602,1.333692821,1144.932952,69,0.683,0.058834015,0.451958539,12,5,7.689995662,6,1
47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,12663.34458,777,2726,1.333289332,1139.334086,27,0.588,0.057112274,0.949153364,84,1,9.451378508,9,1
34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,12682.92994,780,5914,1.336161231,1143.327118,49,0.69,0.065292024,0.424942816,13,5,2.102519619,4,1
51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,2,2,12658.5686,772,910,1.33980232,1147.554241,85,0.735,0.064689709,0.215120073,48,3,1.616187383,8,1
45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,12676.33004,775,2858,1.330366263,1142.729407,43,0.483,0.05640995,0.13553496,99,2,9.115359839,10,2
43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,12648.54807,774,5570,1.334920921,1139.804391,74,0.682,0.060809257,0.57798887,39,3,9.058314076,4,1
56,F,4,Graduate,Married,Less than $40K,Blue,36,3,5,2,12702.39418,773,2796,1.335190663,1140.408187,81,0.723,0.057596596,0.531029631,27,1,0.645396602,9,1
52,M,2,College,Married,$60K - $80K,Blue,36,1,1,3,12709.85477,776,6872,1.332619589,1144.963912,83,0.976,0.060494273,0.965494011,55,5,1.405343044,3,1
40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,12704.20133,778,5948,1.339226989,1148.063653,88,0.544,0.058476955,0.273206559,33,3,8.173468131,3,1
47,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,4,12696.50496,780,2539,1.339778857,1144.039091,75,0.923,0.064332287,0.346528873,42,2,9.732845101,5,1
41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,3,12690.17649,774,33405,1.333774494,1148.98168,34,0.619,0.063340292,0.928608139,24,4,5.167846408,6,1
40,M,4,Uneducated,Single,$80K - $120K,Blue,36,4,3,2,12714.93327,780,31581,1.33331363,1142.703737,71,1.088,0.060650784,0.494727713,61,1,3.966658949,8,1
61,F,1,High School,Married,Less than $40K,Blue,51,3,3,3,12706.58697,775,1001,1.337372237,1140.240001,59,1.107,0.05666885,0.804242616,55,1,8.415569993,0,1
59,M,0,High School,Single,Less than $40K,Blue,44,2,1,1,12676.36449,775,2641,1.336096686,1148.406603,85,0.604,0.05853376,0.544069243,100,3,1.312166528,6,1
63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,12729.1477,781,588,1.337949093,1146.091978,35,0.75,0.057447177,0.595432711,34,4,0.473803909,10,1
56,F,2,Unknown,Married,Unknown,Blue,45,4,3,0,12728.83679,774,3624,1.33743578,1142.694262,29,0.812,0.06469368,0.657225026,68,1,7.816127736,5,1
55,M,1,Graduate,Single,$80K - $120K,Blue,46,3,1,1,12644.58301,777,19623,1.330931139,1140.487782,105,0.81,0.06070817,0.638352489,41,2,1.68571377,2,1
43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1,1,12729.33194,775,5304,1.334696058,1143.308533,79,0.927,0.060723956,0.877066904,87,5,4.28226402,0,1
40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,12642.00087,774,2878,1.335486227,1141.816106,57,0.9,0.064668307,0.217696983,44,4,8.928363693,1,1
51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,12680.94152,779,3418,1.334382809,1148.398739,20,2.333,0.063851603,0.769845766,35,3,9.210237683,7,1
46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,12647.56131,778,9949,1.333741772,1146.827818,40,0.481,0.060486991,0.805129572,78,1,0.141877711,8,2
38,F,2,Doctorate,Single,Less than $40K,Blue,31,6,3,2,12710.25002,776,569,1.330712762,1144.684804,75,0.667,0.063801468,0.89482601,27,3,8.262815066,2,1
48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,12686.73575,773,4164,1.333199034,1144.617218,41,0.519,0.058184688,0.579451745,54,4,3.275202136,10,1
